TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
23434737	https://exofop.ipac.caltech.edu/tess/target.php?id=23434737	9,10	2458553.072	25.492498	6.12	589	0.06	0.30	1.38	7.9995	8.07				PC	S10 extra feature?	PC				PC	2min: Glitched vetting report (9,10); FFI: MD, Low SNR			PC	FSOP									pFP	Vshape, no centroid images in FFI, Low SNR
23650642	https://exofop.ipac.caltech.edu/tess/target.php?id=23650642	20	2458843.38	1.12355	1.61	1020	0.10	0.31	1.01	10.8219	7.48				pFP	NT, bad LC	FP	NT			pFP	LCMOD, Low SNR, HPMS			FP	OED, UC, LCMOD, FSOP									pFP	FSCP,OED,short-p
23740089	https://exofop.ipac.caltech.edu/tess/target.php?id=23740089	23	2458932.611	9.86531	1.79	3170	0.32	0.59	1.14	10.4985	6.25				PC	extra eclipse?	PC	run-2min			pFP	Low SNR, Vshape, I believe the SS is instrumental			PC		PC	pSS, UC							PC	pSS, two kinds of transit, low SNR
23814735	https://exofop.ipac.caltech.edu/tess/target.php?id=23814735	16,23	2458740.247	4.798307	2.02	1010	0.10	0.19	0.67	11.1345	7.49				PC	UC	FP	TFOP EB	pFP	UC	pFP	Sec16: Low SNR, Sec23: Heavy LCMOD, possibly MD			PC	FSOP	PC	Low SNR, FSOP							pFP	Low SNR, FSCP
24094603	https://exofop.ipac.caltech.edu/tess/target.php?id=24094603	13	2458658.61	4.07611	2.06	1454	0.15	0.00	0.00	10.363	7.09				PC	LowSNR, poor fit		WE,run-2min	pFP	FSCP, OED	pFP	Nearby targets report two stars with the EXACT SAME magnitude, but two different TIC ID. Might require a correction. FSCP, Low SNR, LCMOD			FP	FSCP, OED, CO	PC	OED, low SNR, FSCP, UC							pFP	FSCP, Vshape
24364065	https://exofop.ipac.caltech.edu/tess/target.php?id=24364065	14	2458686.847	4.05135	2.40	1132	0.11	1.27	3.85	10.4717	7.37				pFP	NT		TFOP EB	pFP	Low SNR, FSCP	FP	FSCP, Low SNR, NT			FP	FSCP, CO. LowSNR, LCMOD	pFP	low SNR, FSCP, UC, no apparent transit					pFP	NT, run 2 min		
25155310	https://exofop.ipac.caltech.edu/tess/target.php?id=25155310	1,2,3,4,5,6	2458327.521	3.288776	3.41	7125	0.71	0.97	1.27	10.6103	5.37				PC	textbook HJ	CP	WASP-126 b, WASP-126 c	CP	SCP, TCP	2 CP	 WASP-126 b, WASP-126 c, HPMS			PC	FSOP	PC	FSCP, pTD					CP	WASP-126 b, WASP-126 c		
25334160	https://exofop.ipac.caltech.edu/tess/target.php?id=25334160	6	2458471.2	2.56876	2.77	361	0.04	1.57	8.43	10.1775	8.61				pFP	NT, LowSNR		LCMOD,LowSNR,run-2min	pFP	FSCP, OED, low SNR	pFP	Pulsating Variable Star http://simbad.u-strasbg.fr/simbad/sim-id?Ident=%407127278&Name=NSVS%20%2015155290&submit=submit			FP	FSCP, OED, LowSNR	pFP	OED, low SNR, LCMOD, FSCP					pFP	Low SNR, run 2 min, FSCP		
25375553	https://exofop.ipac.caltech.edu/tess/target.php?id=25375553	1	2458325.583	2.310894	3.42	6939	0.69	1.57	1.98	9.77486	5.40	CP		WASP-111	pFP	FSCP	CP		PC	FSCP, SCP	PC	FSCP, Really nice transit			PC	FSOP	PC	FSCP, pVshape					PC			
25799609	https://exofop.ipac.caltech.edu/tess/target.php?id=25799609	7	2458501.312	11.10934	4.44	6220	0.62	0.80	1.07	10.6412	5.52							LCMOD, run-2min		FSCP, pVshape, OED	PC	FSCP			PC	FSCP	PC	FSCP, pSS, OED, pCO					PC	LCMOD,FSCP		
26433869	https://exofop.ipac.caltech.edu/tess/target.php?id=26433869	18	2458791.903	1.03578	1.42	530	0.05	1.70	7.83	8.4107	8.19						pFP	LCMOD, SS, FSCP,pCO		FSCP, OED	pFP	FSCP, Vshape			FP	FSCP, OED	PC	FSCP, pVshape, OED					PC	FSCP		
26880783	https://exofop.ipac.caltech.edu/tess/target.php?id=26880783	16	2458740.467	1.77587	2.07	690	0.07	0.78	3.23	9.2118	7.90						pFP	pSS,pCO	PC	FSCP, pVshape, OED	PC	FSCP, OED, Low SNR			PC	FSCP	PC	pVshape, FSCP, OED					PC	FSCP		
27194429	https://exofop.ipac.caltech.edu/tess/target.php?id=27194429	23	2458928.118	0.555293	0.85	406	0.04	0.42	2.27	7.43229	8.48						PC	P-short,FSCP,pVshape,UR	pFP	FSCP, pVshape	pFP	FSCP, short-P, Low SNR, Vshape			PC	FSCP	PC	FSCP, Vshape, OED					PC	pVshape,FSCP		
27491137	https://exofop.ipac.caltech.edu/tess/target.php?id=27491137	16,23	2458743.72	10.355753	3.41	1098	0.11	0.26	0.77	8.3745	7.40				PC	UC, FFI bad	PC	LCMOD, SS, UR	PC	UC, FFI bad	pFP	FFI: Low SNR, Heavy LCMOD, pSS; 2min: LCMOD, Fla, pMD, pSS			pFP	pOED	pFP	OED, pSS - FFI and 2min totally different, FFI sector 23 no transit					PC	Low SNR,UC		
27491137	https://exofop.ipac.caltech.edu/tess/target.php?id=27491137	16,23	2458748.694	33.689695	4.79	2164	0.22	0.26	0.77	8.3745	6.66				PC	UC, FFI bad	PC	LCMOD, SS, UR	PC	UC, FFI bad					pFP	UC, LCMOD	PC	pSS, UC					PC	Low SNR,UC		
27649847	https://exofop.ipac.caltech.edu/tess/target.php?id=27649847	7	2458492.723	1.542131	1.11	2384	0.24	0.13	0.27	12.4029	6.56						PC	LowSNR, SPR	PC	FSCP					PC	FSOP	PC	FSCP					PC	FSCP		
27677846	https://exofop.ipac.caltech.edu/tess/target.php?id=27677846	18,19	2458821.449	5.62583	3.42	1360	0.14	0.36	0.79	9.5668	7.17						FP	SS,CO	pFP	Vshape					pFP	FSCP, pSS	PC	FSCP, OED, pSS					pFP	pVshape,FSCP,pCO		
27966179	https://exofop.ipac.caltech.edu/tess/target.php?id=27966179	2	2458355.692	4.27958	2.50	17050	1.71	0.83	0.70	12.8696	4.42						PC	LCMOD, run-2min	PC	FSCP					PC	FSCP	PC	FSCP, OED, pSS					PC	pLCMOD,FSCP		
28230919	https://exofop.ipac.caltech.edu/tess/target.php?id=28230919	14,15	2458687.206	4.887823	2.36	4239	0.42	0.43	0.77	8.5077	5.93						CP	HAT-P-11 b,HAT-P-11 c	CP	SCP, TCP					PC		PC	pTD					CP	HATP-11 b, HATP-11 c		
28900646	https://exofop.ipac.caltech.edu/tess/target.php?id=28900646	19	2458816.225	0.669174	0.91	998	0.10	0.13	0.46	11.1117	7.50				PC	lowSNR, short-P, UC		UC, LCMOD, short-P	pFP	FSCP, low SNR, UC					pFP	FSCP, UC, pOED, LowSNR	PC	FSCP, low SNR, UC					PC	FSCP,low SNR		
29054413	https://exofop.ipac.caltech.edu/tess/target.php?id=29054413	18	2458795.502	7.626095	1.29	1492	0.15	0.33	0.95	10.4289	7.07				PC	UC	PC	UC	PC	UC					PC	FSOP	PC	FSCP, UC					PC	low SNR,UC		
29119552	https://exofop.ipac.caltech.edu/tess/target.php?id=29119552	20	2458849.572	7.62897	3.25	10890	1.09	1.64	1.60	10.2061	4.91						FP	SS	pFP	FSCP, pSS 			FP	SS, FSCP	pFP	FSCP, pSS	pFP	FSCP, pTD, OED, EB					pFP	Vshape,pSS,run 2 min		
29191596	https://exofop.ipac.caltech.edu/tess/target.php?id=29191596	21	2458871.163	8.81866	6.25	420	0.04	0.33	0.99	8.676	8.44						FP	LCMOD, NT	pFP	FSCP, LCMOD, OED					pFP	FSCP, LCMOD, OED	pFP	FSCP, LCMOD					pFP	LCMOD,FSCP		
29191624	https://exofop.ipac.caltech.edu/tess/target.php?id=29191624	21	2458873.298	14.653199	2.50	530	0.05	0.21	0.98	8.737001	8.19						PC	SPR	PC	SPR FSCP					PC	FSCP	PC	FSCP					PC	FSCP		
29344935	https://exofop.ipac.caltech.edu/tess/target.php?id=29344935	1	2458326.128	2.766737	2.57	15692	1.57	1.04	0.93	13.2366	4.51						CP	HATS-14 b	CP	SCP, TCP					PC		PC	pTD					CP	HATS-14 b		
29781292	https://exofop.ipac.caltech.edu/tess/target.php?id=29781292	1,2,3	2458355.736	31.3235	3.07	385	0.04	0.38	1.43	8.9387	8.54						PC		pFP	OED, UC					PC	OED	pFP	OED, UC. FFI and 2min totally different, FFI also Low SNR sectors 2 & 3					PC			
29781292	https://exofop.ipac.caltech.edu/tess/target.php?id=29781292	1,2,3,4,5,6,7,8,9,10,11,12,13	2458337.213	56.010914	9.07	779	0.08	0.38	1.43	8.9387	7.77						PC		PC	pSS, OED					PC	OED	PC	pSS, OED					PC			
29781292	https://exofop.ipac.caltech.edu/tess/target.php?id=29781292	1,2,3,4,5,6	2458355.682	84.216354	9.45	513	0.05	0.38	1.43	8.9387	8.22						PC		no PDF	no PDF					PC		no PDF	no PDF								
29831208	https://exofop.ipac.caltech.edu/tess/target.php?id=29831208	1,3	2458326.544	1.84286	1.72	2470	0.25	0.63	0.88	11.1311	6.52							run	no PDF	no PDF					PC	FSCP, 0.2Rs, pVshape, 	no PDF	no PDF					no PDF	no PDF		
29857954	https://exofop.ipac.caltech.edu/tess/target.php?id=29857954	1	2458326.92	9.47572	4.71	4226	0.42	1.09	1.70	10.7379	5.94							run	no PDF	no PDF					PC		no PDF	no PDF					no PDF	no PDF		
29918916	https://exofop.ipac.caltech.edu/tess/target.php?id=29918916	3	2458387.195	4.94421	3.23	2010	0.20	0.71	1.73	10.9495	6.74							run	no PDF	no PDF					PC	LowSNR, LCMOD	no PDF	no PDF					no PDF	no PDF		
29960109	https://exofop.ipac.caltech.edu/tess/target.php?id=29960109	4	2458411.669	2.49221	1.61	1480	0.15	0.15	0.45	11.2003	7.07						PC	FSCP, pCO	PC	FSCP					PC	FSCP	PC	FSCP, OED					PC	FSCP		
29960110	https://exofop.ipac.caltech.edu/tess/target.php?id=29960110	4	2458411.672	2.491115	1.36	2485	0.25	0.27	0.61	10.9473	6.51						PC		PC	FSCP, OED					PC	FSCP	PC	FSCP					PC	FSCP		
30037565	https://exofop.ipac.caltech.edu/tess/target.php?id=30037565	1,2,3,4,5,6,7,8,9,10,11,12,13	2458337.093	40.719769	4.40	352	0.04	0.33	1.89	9.597	8.63						FP	NT	FP	NT					pFP	FSCP, Low SNR	pFP	FSCP, low SNR, UC					FP	NT		
30122649	https://exofop.ipac.caltech.edu/tess/target.php?id=30122649	8,9	2458526.856	9.736402	3.59	733	0.07	0.21	0.85	10.0659	7.84						PC	UC,pCO	PC	UC, pCO, OED					pFP	UC, FSOP	 PC	FSCP, OED and pSS sector 8.					PC	pCO		
30312676	https://exofop.ipac.caltech.edu/tess/target.php?id=30312676	11	2458597.681	1.102445	2.99	1015	0.10	0.66	2.24	11.3029	7.48						pFP	P-short, UC, LCMOD	pFP	P-short, UC					pFP	UC, OED, FSCP	PC	FSCP, pVshape, pSS, OED					pFP	pSS,,CO,FSCP		
30329585	https://exofop.ipac.caltech.edu/tess/target.php?id=30329585	14	2458687.318	7.5039	3.00	2260	0.23	0.53	1.27	10.2026	6.61							run	no PDF	no PDF					PC	FSCP, LCMOD	no PDF	no PDF						No Pdf		
30828562	https://exofop.ipac.caltech.edu/tess/target.php?id=30828562	8	2458520.11	3.112361	2.44	6343	0.63	1.69	2.05	8.1327	5.49						PC	HJ	pFP	SB, pTD					PC		PC	pTD					PC			
30853470	https://exofop.ipac.caltech.edu/tess/target.php?id=30853470	1,2,3,4,5,6,7,8	2458327.655	5.270334	1.95	550	0.05	0.16	0.77	11.3042	8.15						FP	NT,CO	pFP	NT,CO					FP	FSCP, CO, Low SNR	pFP	FSCP, low SNR no apparent transit					FP	NT,CO		
31268146	https://exofop.ipac.caltech.edu/tess/target.php?id=31268146	11	2458328.331	3.64731	5.01	200	0.02	0.19	1.48	10.1302	9.25						FP	NT,LCMOD	FP	NT,LCMOD, UC					pFP	FSCP, UC,:LowSNR	pFP	FSCP, low SNR, OED, LCMOD, no apparent transit					FP	NT,CO		
31374837	https://exofop.ipac.caltech.edu/tess/target.php?id=31374837	5,6	2458438.38	0.490058	1.09	313	0.03	0.32	0.73	8.1705	8.76						pFP	P-short, FSCP?	pFP	FSCP					PC	FSOP	 PC	FSCP, pV-shape								
31374837	https://exofop.ipac.caltech.edu/tess/target.php?id=31374837	5,6	2458440.631	12.45941	3.35	2190	0.22	0.32	0.73	8.1705	6.65						PC	shape	PC	Vshape					PC	pVshape, FSOP	PC	FSCP, pV-shape								
31553893	https://exofop.ipac.caltech.edu/tess/target.php?id=31553893	13	2458663.023	11.112686	4.96	794	0.08	0.29	1.14	9.3781	7.75						PC	FSCP	PC	FSCP, pSS, OED					PC	FSCP	PC	FSCP, pSS, OED								
31852980	https://exofop.ipac.caltech.edu/tess/target.php?id=31852980	1,2,3,6	2458327.136	7.413857	3.79	456	0.05	0.24	1.01	9.821	8.35				PC	low SNR in Sector 1, pSS in Sector 2	PC	LowSNR, pSS	PC	FSCP					pFP	FSCP, pSS, LCMOD	pFP	FSCP, LCMOD on Sector 1, FSCP, OED and pSS sector 2								
31852980	https://exofop.ipac.caltech.edu/tess/target.php?id=31852980	1,2,3,6	2458330.911	24.332541	5.76	555	0.06	0.24	1.01	9.821	8.14							run	^C	FSCP					PC	FSCP	PC	FSCP, pSS, OED on Sector3								
31858843	https://exofop.ipac.caltech.edu/tess/target.php?id=31858843	13	2458655.579	2.977692	3.08	17770	1.78	1.50	1.24	10.4293	4.38				PC	TD	CP	WASP-123 b	CP	SCP, TCP					PC		PC	pTD								
31858844	https://exofop.ipac.caltech.edu/tess/target.php?id=31858844	13	2458655.579	2.977615	3.26	43218	4.32	2.40	1.28	15.7114	3.41						FP	CO on CP	pFP	CO on CP, pTD					PC	FSCP, pTD	PC	pTD, pVshape								
32090583	https://exofop.ipac.caltech.edu/tess/target.php?id=32090583	1,2,3,4,6	2458325.547	0.438374	0.56	2169	0.22	0.42	1.00	13.3292	6.66						pFP	P-short, Vshape, LowSNR, UC, Flares	pFP	FSCP, Low SNR					PC	FSCP, Low SNR	pFP	FSCP, pVshape, pCO, low SNR, UC								
32283946	https://exofop.ipac.caltech.edu/tess/target.php?id=32283946	3	2458389.002	7.06181	5.85	22746	2.27	2.21	1.49	11.7582	4.11							run	no PDF	no PDF			pFP	TD, only 2 transits in data, U shape when I'd expect a V shape	pFP	0.22Rs, too large	No PDF	No PDF								
32497972	https://exofop.ipac.caltech.edu/tess/target.php?id=32497972	5,6	2458448.182	38.696289	2.45	2676	0.27	0.28	0.61	11.534	6.43						PC	run other secs	PC	FSCP					PC	FSCP, data gaps	PC	FSCP, OED								
32499655	https://exofop.ipac.caltech.edu/tess/target.php?id=32499655	5,6	2458440.258	2.744062	1.17	14985	1.50	1.08	1.00	13.5452	4.56						CP	HATS-44 b	CP	SCP, TCP					PC	pTD	PC	pTD					CP	HATS-44 b		
32830028	https://exofop.ipac.caltech.edu/tess/target.php?id=32830028	6	2458468.344	0.516278	0.57	20289	2.03	0.22	0.17	14.2321	4.23						pFP	P-short, FSCP	PC	FSCP, OED					FP	FSCP, OED	PC	FSCP, pVshape, OED, pSS, UC					pFP	Pshort, FSCP, pSS		
33091633	https://exofop.ipac.caltech.edu/tess/target.php?id=33091633	7	2458495.713	7.52118	6.13	50623	5.06	1.15	0.52	10.2763	3.24							run	no PDF	no PDF			pFP	pTD, LCMOD, FSCP, FSOP, only 2 transits in data, UC	pFP	FSOP, 0.44Rs?	No PDF	No PDF						no PDF		
33153766	https://exofop.ipac.caltech.edu/tess/target.php?id=33153766	9	2458543.227	0.688413	1.50	391	0.04	0.58	3.23	8.5234	8.52						FP	P-short, CO	pFP	FSCP, UC, pV-shape					FP	FSCP, CO	PC	FSCP, pV-shape					FP	CO,Pshort		
33521996	https://exofop.ipac.caltech.edu/tess/target.php?id=33521996	6	2458469.312	3.325285	2.00	36143	3.61	0.98	0.57	13.3383	3.60						PC		CP	SCP, TCP					PC		PC	pTD					CP	HATS-6 b		
33595516	https://exofop.ipac.caltech.edu/tess/target.php?id=33595516	3	2458384.02	0.76566	1.45	1410	0.14	0.32	0.92	11.5485	7.13							run	no PDF	no PDF					PC	FSOP	no PDF	no PDF					CP	TOI-849 b		
33690636	https://exofop.ipac.caltech.edu/tess/target.php?id=33690636	6	2458468.954	4.99915	5.26	684	0.07	0.20	0.79	11.0427	7.91							run	no PDF	no PDF					FP	FSCP, NT, LCMOD	no PDF	no PDF						no PDF		
33692729	https://exofop.ipac.caltech.edu/tess/target.php?id=33692729	6	2458474.567	13.632935	4.42	1208	0.12	0.33	0.99	8.7615	7.30						PC		PC	good!					PC	FSOP	PC	FSCP					PC			
33831980	https://exofop.ipac.caltech.edu/tess/target.php?id=33831980	1,2,3,5,6,8,9	2458346.018	21.91567	3.48	1313	0.13	0.32	1.00	11.9763	7.20						pFP	NT	pFP	low SNR, FSCP, NT					pFP	LowSNR	pFP	LowSNR no apparent transit					FP	NT		
33878688	https://exofop.ipac.caltech.edu/tess/target.php?id=33878688	1,2,3,5,6,7,8,9,10,11,12,13	2458393.621	79.367355	6.71	1227	0.12	0.26	0.71	11.1762	7.28						PC	run other sectors	PC	FSCP					PC	FSCP 	PC	FSCP					PC	UC		
33911302	https://exofop.ipac.caltech.edu/tess/target.php?id=33911302	2	2458355.751	1.81383	1.11	13170	1.32	1.03	0.94	13.3302	4.70								no PDF	no PDF					PC	FSCP, LCMOD	no PDF	no PDF						no PDF		
34068865	https://exofop.ipac.caltech.edu/tess/target.php?id=34068865	9	2458543.492	0.321941	0.63	242	0.02	0.07	0.46	8.031941	9.04						PC	FSCP, P-short, LowSNR	PC	FSCP,  short-P			PC	Short-P, FSCP, low SNR, 	PC	FSCP, OED	PC	FSCP, short-P, OED, pVshape					PC	FSCP, Pshort,Low SNR		
34077285	https://exofop.ipac.caltech.edu/tess/target.php?id=34077285	6	2458471.135	6.38514	2.59	3220	0.32	0.43	0.82	9.2563	6.23							run	no PDF	no PDF				no PDF	PC	FSCP	no PDF	no PDF						No Pdf		
35009898	https://exofop.ipac.caltech.edu/tess/target.php?id=35009898	9	2458543.436	1.527419	1.21	2889	0.29	0.17	0.35	12.2255	6.35						PC		PC	FSCP, OED			PC	FSCP, low SNR	PC	FSCP, pTD	PC	FSCP, OED								
35516889	https://exofop.ipac.caltech.edu/tess/target.php?id=35516889	9	2458543.622	0.788843	1.62	24762	2.48	1.48	1.00	11.6044	4.02						CP		CP	SCP, TCP			PC	pTD, short-p	PC	FSOP	PC	pVshape, short-P, pTD, UC								
35582553	https://exofop.ipac.caltech.edu/tess/target.php?id=35582553	6,7	2458468.836	0.93556	1.12	1360	0.14	0.85	2.43	10.0461	7.17						pFP	UC, LCMOD	pFP	LCMOD, Low SNR, pVshape			pFP	low SNR, LCMOD, bad FFI sector 7, run-2min	pFP	LCMOD, UC, lowSNR,	pFP	Low SNR with no apparent transit on sector 7 LCMOD, OED on sector 6							pFP	Low SNR
35857242	https://exofop.ipac.caltech.edu/tess/target.php?id=35857242	4	2458413.315	3.634653	4.00	8885	0.89	1.17	1.36	11.3161	5.13								CP	SCP, TCP			PC		PC	pTD, FSOP	PC	FSCP, pTD							CP	WASP-138 b
36352297	https://exofop.ipac.caltech.edu/tess/target.php?id=36352297	6	2458469.068	1.509017	2.47	24016	2.40	1.57	1.11	13.0501	4.05								CP	SCP, TCP			PC	pTD,  FSCP	PC	FSCP	PC	FSCP, pVshape, pTD, OED							CP	Short-p,CoRoT-1 b 
36440357	https://exofop.ipac.caltech.edu/tess/target.php?id=36440357	6	2458475.332	9.198554	4.40	18327	1.83	1.44	1.17	13.1573	4.34								CP	SCP			PC	pCO	PC	pTD	PC	pTD								
36724087	https://exofop.ipac.caltech.edu/tess/target.php?id=36724087	9	2458543.911	0.768418	0.82	1253	0.13	0.10	0.30	10.5848	7.26								CP	SCP					PC	FSCP. OED, 	PC	FSCP, OED, short-P, UC								
36724087	https://exofop.ipac.caltech.edu/tess/target.php?id=36724087	9	2458546.848	12.254218	1.36	3417	0.34	0.10	0.30	10.5848	6.17								CP	SCP					PC	FSCP	PC	FSCP								
36734222	https://exofop.ipac.caltech.edu/tess/target.php?id=36734222	9	2458543.604	0.81347	1.23	26827	2.68	0.93	0.60	11.1184	3.93								CP	SCP, TCP					PC		PC	UC, short-P, pVshape, pTD								
37084932	https://exofop.ipac.caltech.edu/tess/target.php?id=37084932	6	2458470.644	6.58454	3.40	5501	0.55	0.00	0.00	9.5254	5.65						FP	CO	pFP	Vshape, FSCP					pFP	UC, FSOP	PC	FSCP, UC								
37168957	https://exofop.ipac.caltech.edu/tess/target.php?id=37168957	6	2458470.175	1.899994	2.41	33129	3.31	1.63	1.00	14.2465	3.70								CP	SCP, TCP					PC	FSCP	PC	PSCP, OED, pVshape, short-P								
37575651	https://exofop.ipac.caltech.edu/tess/target.php?id=37575651	8	2458521.912	9.596295	2.88	1229	0.12	0.32	1.00	8.2866	7.28						pFP	Vshape, SS	pFP	pVshape, pSS					FP	SS, EB, FSOP	pFP	FSCP, pEB, pSS, OED, UC								
37718056	https://exofop.ipac.caltech.edu/tess/target.php?id=37718056	3	2458384.094	3.65688	3.54	7040	0.70	1.14	1.53	11.7083	5.38								CP	SCP					PC		PC	OED, pVshape								
37749396	https://exofop.ipac.caltech.edu/tess/target.php?id=37749396	3	2458392.294	13.470018	2.00	687	0.07	0.15	0.63	8.4991	7.91						PC		PC	SPR, OED					PC	SPR	PC	FFI - low SNR, pSS, OED								
37770169	https://exofop.ipac.caltech.edu/tess/target.php?id=37770169	6	2458474.492	12.194398	3.14	2609	0.26	0.38	0.83	10.6995	6.46						PC	UC	PC	FSCP, UC. 					PC	FSCP.	PC	FSCP, UC. 								
38460940	https://exofop.ipac.caltech.edu/tess/target.php?id=38460940	1,3,4,5,7,8	2458328.557	4.117662	1.44	2498	0.25	0.56	1.00	13.1018	6.51						PC	UC,LOWSNR,CO	pFP	UC, OED, LowSNR					pFP	UC, pOED, LowSNR	pFP	UC, OED, LowSNR								
38509907	https://exofop.ipac.caltech.edu/tess/target.php?id=38509907	1,2,3,4,5	2458339.146	15.298914	3.04	1316	0.13	0.21	0.66	11.941	7.20						PC	UC,LOWSNR	pFP	FSCP, low SNT, NT					PC	FSCP, LowSNR	pFP	FSCP, low SNR with no apparent transit in many sectors								
38510224	https://exofop.ipac.caltech.edu/tess/target.php?id=38510224	1,2,3,4,5,7,8	2458329.908	18.383333	2.93	1178	0.12	0.21	0.71	11.7481	7.32						FP	NT	pFP	LowSNR, NT					PC	LowSNR	pFP	low SNR, no apparent transit								
38541473	https://exofop.ipac.caltech.edu/tess/target.php?id=38541473	4	2458415.515	6.06054	2.59	22777	2.28	2.27	1.53	10.7706	4.11						FP	SS	pFP	pSS, pEB, UC			FP	SS, UC	FP	EB, SS 	pFP	pSS, pEB, UC								
38571020	https://exofop.ipac.caltech.edu/tess/target.php?id=38571020	1,2,3,4,5,6	2458325.965	12.289068	4.55	339	0.03	0.22	1.32	10.1805	8.67						PC		PC	FSCP, LowSNR, NT in some sectors					PC	FSCP, LowSNR	PC	FSCP, low SNR with no apparent transit in many sectors								
38603673	https://exofop.ipac.caltech.edu/tess/target.php?id=38603673	4	2458413.05	4.428047	0.92	685	0.07	0.50	2.05	9.5473	7.91				PC	LCMOD	PC	LCMOD	PC	FSCP, LCMOD					PC	FSOP	PC	FSCP,								
38686737	https://exofop.ipac.caltech.edu/tess/target.php?id=38686737	5	2458439.98	2.24704	2.71	18890	1.89	1.62	1.20	12.6038	4.31						FP	CO	pFP	pTD, pEB, pVshape					FP	SS	pFP	pTD, pEB, pVshape								
38696105	https://exofop.ipac.caltech.edu/tess/target.php?id=38696105	3	2458387.482	5.566734	2.47	643	0.06	0.35	1.49	10.5041	7.98						PC		PC	FSCP, low SNR, OED					PC	FSOP	PC	FSCP, low SNR, OED								
38846515	https://exofop.ipac.caltech.edu/tess/target.php?id=38846515	1,2,3,4,5,6	2458326.745	2.84938	3.78	7452	0.75	0.81	1.00	10.3157	5.32						CP	WASP-100 b	CP	SCP, TCP					PC		PC	pVshape, pTD								
39699648	https://exofop.ipac.caltech.edu/tess/target.php?id=39699648	21	2458876.025	6.515951	2.53	435	0.04	0.25	1.33	8.4594	8.40						PC		PC	FSCP					PC	FSCP	PC	FSCP								
39903405	https://exofop.ipac.caltech.edu/tess/target.php?id=39903405	25	2458956.237	5.63359	4.21	5680	0.57	1.16	1.70	8.27468	5.61						CP	HAT-P-2 b	CP	SCP, TCP					PC		PC	pTD								
40083958	https://exofop.ipac.caltech.edu/tess/target.php?id=40083958	3	2458383.972	0.63002	0.55	1320	0.13	0.43	0.77	10.9994	7.20							RUN	no PDF	no PDF							no PDF	no PDF								
41173048	https://exofop.ipac.caltech.edu/tess/target.php?id=41173048	10	2458328.748	6.40916	2.74	280	0.03	1.33	8.30	9.2225	8.88						pFP	Bad FFI, LCMOD, run 2min	pFP	FSCP, low SNR, NT					pFP	FSCP, UC, LCMOD, LowSNR	pFP	FSCP, low SNR with no apparent transit								
41227743	https://exofop.ipac.caltech.edu/tess/target.php?id=41227743	1,2,4,5,6,7,8	2458326.28	1.418474	5.27	140	0.01	0.14	1.22	10.714	9.64						pFP	LowSNR, Period-Duration	pFP	FSCP, LowSNR, NT in several sectors, UC					pFP	FSCP, LowSNR, UC	pFP	FSCP, LowSNR with no apparent transit in more sectors, UC								
41330864	https://exofop.ipac.caltech.edu/tess/target.php?id=41330864	14	2458684.845	2.136	1.74	10664	1.07	1.58	1.55	10.381	4.93						PC	LCMOD	PC	FSCP, OED, pVshape, pSS					pFP	pOED, FSOP	PC	FSCP, UC, OED, pVshape, pSS								
41865539	https://exofop.ipac.caltech.edu/tess/target.php?id=41865539	2	2458354.866	1.26092	2.72	4826	0.48	0.76	1.11	12.3571	5.79						pFP	NT	pFP	LowSNR, NT					pFP	LowSNR, UC, pOED	pFP	low SNR with no apparent transit								
42015200	https://exofop.ipac.caltech.edu/tess/target.php?id=42015200	3	2458391.663	9.77742	6.71	6740	0.67	3.18	2.87	11.6818	5.43						FP	LCMOD	pFP	LCMOD, OED					FP	LCMOD, OED, CO	pFP	LCMOD								
42054565	https://exofop.ipac.caltech.edu/tess/target.php?id=42054565	3	2458393.676	10.175948	1.80	958	0.10	0.23	0.82	9.9955	7.55						PC		PC	FSCP					PC	FSCP	PC	low SNR, pSS in FFI and not in 2-min								
42123111	https://exofop.ipac.caltech.edu/tess/target.php?id=42123111	14,15	2458686.467	4.03349	2.68	1530	0.15	2.09	6.37	9.5526	7.04						pFP	NT, LCMOD	pFP	low SNR, NT					FP	FSCP, LowSNR, UC, OED	pFP	low SNR with no apparent transit								
42755801	https://exofop.ipac.caltech.edu/tess/target.php?id=42755801	6	2458470.156	4.34358	4.75	1360	0.14	2.49	3.83	9.1672	7.17						pFP	LCMOD	pFP	FSCP, LCMOD					FP	FSCP, LCMOD, pSS, OED	pFP	FSCP, LCMOD								
42821097	https://exofop.ipac.caltech.edu/tess/target.php?id=42821097	6	2458468.686	3.895456	4.77	7340	0.73	1.28	1.65	13.1861	5.34						CP	COROT-19 b	CP	TCP (1 observation)					PC	FSOP	PC	pVshape, FSCP								
