TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
351601843	https://exofop.ipac.caltech.edu/tess/target.php?id=351601843	13	2458654.251	0.604763	1.06	968	0.10	0.18	0.65	11.1186	7.53														pFP	pOED, FSOP										
351603103	https://exofop.ipac.caltech.edu/tess/target.php?id=351603103	13	2458655.052	2.94256	4.38	4810	0.48	2.23	3.13	10.5598	5.79														FP	CO, NT, lowSNR, FSOP										
352239069	https://exofop.ipac.caltech.edu/tess/target.php?id=352239069	23	2458686.106	6.86789	3.43	530	0.05	0.21	1.03	10.9425	8.19														FP	FSCP, CO, LCMOD, lowSNR										
352413427	https://exofop.ipac.caltech.edu/tess/target.php?id=352413427	17	2458769.784	5.255294	3.27	558	0.06	0.22	0.99	8.297	8.13														PC	FSCP										
352764091	https://exofop.ipac.caltech.edu/tess/target.php?id=352764091	15	2458714.681	9.602018	4.98	445	0.04	0.23	1.21	8.593	8.38														PC	FSCP										
353038705	https://exofop.ipac.caltech.edu/tess/target.php?id=353038705	15,16	2458711.762	3.06317	1.83	740	0.07	0.00	0.00	9.957501	7.83														pFP	FSCP. UC, LCMOD, lowSNR										
353367071	https://exofop.ipac.caltech.edu/tess/target.php?id=353367071	18,19	2458819.399	2.37532	2.96	1940	0.19	1.21	2.11	9.84095	6.78														FP	FSCP, SS, OED, EB										
353475866	https://exofop.ipac.caltech.edu/tess/target.php?id=353475866	19	2458817.683	1.766881	1.30	1006	0.10	0.13	0.46	10.6714	7.49														pFP	FSCP, UC										
353782445	https://exofop.ipac.caltech.edu/tess/target.php?id=353782445	18,19	2458689.196	11.83441	2.24	340	0.03	0.22	1.34	9.17708	8.67														PC	FSOP										
354006740	https://exofop.ipac.caltech.edu/tess/target.php?id=354006740	18,19	2458819.004	1.76406	3.09	870	0.09	1.10	2.03	6.306	7.65														FP	FSCP, CO, pSS										
354400186	https://exofop.ipac.caltech.edu/tess/target.php?id=354400186	18	2458794.282	9.07768	2.78	19172	1.92	0.00	0.00	9.7745	4.29														pFP	0.34Rs, stellar object, FSOP										
354469661	https://exofop.ipac.caltech.edu/tess/target.php?id=354469661	18	2458792.471	4.79539	4.83	6650	0.67	1.61	2.18	9.17925	5.44														PC											
354594208	https://exofop.ipac.caltech.edu/tess/target.php?id=354594208	17	2458765.228	0.86673	1.09	663	0.07	0.32	1.25	9.76119	7.95														FP	CO, SS on FFI, EB, FSOP										
354600221	https://exofop.ipac.caltech.edu/tess/target.php?id=354600221	17,18	2458764.817	1.41853	2.73	560	0.06	0.35	1.68	9.867621	8.13														FP	FSCP, CO, lowSNR										
355509914	https://exofop.ipac.caltech.edu/tess/target.php?id=355509914	1,2	2458326.116	1.738316	1.44	17371	1.74	1.04	0.79	14.6723	4.40														FP	CO										
355636844	https://exofop.ipac.caltech.edu/tess/target.php?id=355636844	1,2	2458330.556	6.29632	2.94	480	0.05	0.00	0.00	10.241	8.30														FP	FSCP, CO										
355637190	https://exofop.ipac.caltech.edu/tess/target.php?id=355637190	2	2458326.221	0.80546	1.19	3080	0.31	0.79	1.45	11.024	6.28														PC	pVshape										
355703913	https://exofop.ipac.caltech.edu/tess/target.php?id=355703913	1,2	2458326.106	2.106098	1.57	12431	1.24	1.49	0.98	13.183	4.76														PC	FSOP										
355867695	https://exofop.ipac.caltech.edu/tess/target.php?id=355867695	14	2458684.014	3.12716	2.00	1217	0.12	0.21	0.69	10.8116	7.29														FP	FSCP, CO										
355867695	https://exofop.ipac.caltech.edu/tess/target.php?id=355867695	14	2458686.118	7.491237	2.10	1541	0.15	0.21	0.69	10.8116	7.03														FP	FSCP, CO										
356016119	https://exofop.ipac.caltech.edu/tess/target.php?id=356016119	14,15,16,17,19,20,21,22,23	2458691.33	18.791343	1.43	1787	0.18	0.14	0.38	12.2669	6.87														pFP	FSCP, lowSNR, NT										
356158613	https://exofop.ipac.caltech.edu/tess/target.php?id=356158613	14,15	2458683.587	2.3689	1.85	697	0.07	0.42	0.60	10.745	7.89														pFP	FSCP, UC, LCMOD, lowSNR										
356158613	https://exofop.ipac.caltech.edu/tess/target.php?id=356158613	14,15	2458688.304	24.71039	2.64	2219	0.22	0.42	0.60	10.745	6.63														pFP	FSCP, pVshape, UC										
356235833	https://exofop.ipac.caltech.edu/tess/target.php?id=356235833	25	2458984.371	1.26959	0.98	650	0.07	0.27	0.95	9.1597	7.97														pFP	FSCP, UC, pVshape										
356453768	https://exofop.ipac.caltech.edu/tess/target.php?id=356453768	10	2458546.003	2.33317	3.18	2620	0.26	1.33	1.56	10.4879	6.45														pFP	FSCP, UC, pOED										
356473034	https://exofop.ipac.caltech.edu/tess/target.php?id=356473034	20	2458843.219	2.615826	2.65	13161	1.32	1.10	1.08	10.4467	4.70														PC	FSOP										
356590734	https://exofop.ipac.caltech.edu/tess/target.php?id=356590734	11	2458599.038	4.82908	2.46	8960	0.90	1.76	1.96	9.8722	5.12														PC											
356747847	https://exofop.ipac.caltech.edu/tess/target.php?id=356747847	11	2458604.082	7.32189	1.41	1420	0.14	1.89	5.42	9.9055	7.12														pFP	FSCP, UC, lowSNR										
356867115	https://exofop.ipac.caltech.edu/tess/target.php?id=356867115	23	2458686.104	6.09617	2.23	1080	0.11	0.23	0.73	10.5216	7.42																									
356919658	https://exofop.ipac.caltech.edu/tess/target.php?id=356919658	20	2458683.899	1.42611	1.79	1890	0.19	0.82	1.32	11.2542	6.81														FP	FSCP, OED, UC, SS at 0.5, EB										
356978132	https://exofop.ipac.caltech.edu/tess/target.php?id=356978132	14,15,16,17,18,19	2458718.901	60.186956	2.59	4659	0.47	1.25	1.27	9.90051	5.83														PC	FSOP										
357416482	https://exofop.ipac.caltech.edu/tess/target.php?id=357416482	24	2458955.909	5.498303	2.27	12003	1.20	1.51	1.34	8.2057	4.80														PC	FSOP										
357457104	https://exofop.ipac.caltech.edu/tess/target.php?id=357457104	15,16	2458712.415	1.748063	2.17	1415	0.14	0.00	0.00	9.521	7.12														pFP	FSCP, pOED										
357501308	https://exofop.ipac.caltech.edu/tess/target.php?id=357501308	24	2458958.254	7.437115	2.70	1296	0.13	0.23	0.62	8.962	7.22														PC	AT										
357536526	https://exofop.ipac.caltech.edu/tess/target.php?id=357536526	9,10,11	2458545.661	1.57363	2.56	710	0.07	0.68	1.66	10.6707	7.87														FP	FSCP, OED, UC										
357972447	https://exofop.ipac.caltech.edu/tess/target.php?id=357972447	15,16	2458715.17	0.33759	1.32	380	0.04	0.23	1.37	10.2193	8.55														pFP	FSCP, UC, lowSNR										
358460246	https://exofop.ipac.caltech.edu/tess/target.php?id=358460246	1,2,3,4,5,6	2458326.187	15.403789	3.61	386	0.04	0.22	1.15	10.4283	8.53														PC	FSCP, lowSNR										
358631536	https://exofop.ipac.caltech.edu/tess/target.php?id=358631536	15,16	2458714.787	3.40304	5.03	490	0.05	0.36	1.65	10.0062	8.27														pFP	FSCP, UC, lowSNR										
359271092	https://exofop.ipac.caltech.edu/tess/target.php?id=359271092	9,10	2458544.087	7.576262	1.87	299	0.03	0.08	0.53	7.66874	8.81														PC	FSCP										
359357695	https://exofop.ipac.caltech.edu/tess/target.php?id=359357695	11,12	2458600.172	1.72702	1.45	7210	0.72	0.00	0.00	13.0614	5.36														PC	FSCP										
359496368	https://exofop.ipac.caltech.edu/tess/target.php?id=359496368	14,15,16,18	2458685.179	2.6659	3.51	589	0.06	0.12	0.50	10.1358	8.07														FP	CO										
360156606	https://exofop.ipac.caltech.edu/tess/target.php?id=360156606	11,12	2458617.478	27.360954	4.14	27234	2.72	1.47	1.00	13.802	3.91														PC	FSCP, LCMOD										
360286627	https://exofop.ipac.caltech.edu/tess/target.php?id=360286627	10	2458544.455	0.7581	1.07	780	0.08	0.88	3.51	9.718	7.77														pFP	FSCP, lowSNR, UC, pNT										
360630575	https://exofop.ipac.caltech.edu/tess/target.php?id=360630575	11,12	2458604.576	9.18757	2.34	510	0.05	0.21	0.98	8.7215	8.23														pFP	FSCP, lowSNR, UC, LCMOD										
360742636	https://exofop.ipac.caltech.edu/tess/target.php?id=360742636	13	2458654.163	2.549553	2.60	15944	1.59	1.16	1.02	11.2474	4.49														PC	FSOP										
361034196	https://exofop.ipac.caltech.edu/tess/target.php?id=361034196	12	2458628.963	2.19296	4.59	4934	0.49	2.03	2.95	10.0196	5.77														FP	FSCP, CO										
361413119	https://exofop.ipac.caltech.edu/tess/target.php?id=361413119	9,10	2458545.785	6.07484	2.32	5410	0.54	1.94	2.43	10.1126	5.67														PC	FSCP, LCMOD, pVshape										
362249359	https://exofop.ipac.caltech.edu/tess/target.php?id=362249359	11	2458597.253	1.042241	1.24	576	0.06	0.13	0.59	10.1461	8.10														pFP	FSCP, UC										
363260203	https://exofop.ipac.caltech.edu/tess/target.php?id=363260203	9,11	2458544.667	1.20262	1.92	370	0.04	0.29	1.74	9.0211	8.58														pFP	FSCP, pSS 										
363761216	https://exofop.ipac.caltech.edu/tess/target.php?id=363761216	25	2458962.978	7.40709	2.54	14870	1.49	1.28	1.14	10.4708	4.57														pFP	pSS, FSOP										
363851359	https://exofop.ipac.caltech.edu/tess/target.php?id=363851359	11	2458599.238	2.54317	2.11	5740	0.57	0.91	1.31	13.2755	5.60														PC	FSCP										
363914762	https://exofop.ipac.caltech.edu/tess/target.php?id=363914762	5,6,7	2458445.329	13.86531	6.44	7580	0.76	1.26	1.57	10.9582	5.30														PC	FSCP										
364074068	https://exofop.ipac.caltech.edu/tess/target.php?id=364074068	17,18,19	2458764.847	2.78351	1.81	1080	0.11	0.19	0.56	12.0948	7.42														PC	lowSNR, FSOP										
364107753	https://exofop.ipac.caltech.edu/tess/target.php?id=364107753	12	2458628.087	3.904822	4.46	284	0.03	0.24	1.58	7.0514	8.87														FP	FSCP, OED										
364186197	https://exofop.ipac.caltech.edu/tess/target.php?id=364186197	16,17,18,19	2458740.862	4.42459	1.39	2350	0.24	0.78	1.49	8.82374	6.57														PC											
364393429	https://exofop.ipac.caltech.edu/tess/target.php?id=364393429	1,2,3,4,5,6,7,8,9,10,11,12,13	2458325.541	2.628229	2.24	79	0.01	0.10	1.19	9.2397	10.25														pFP	FSCP, lowSNR, UC, pNT										
364395234	https://exofop.ipac.caltech.edu/tess/target.php?id=364395234	9,10,11,13	2458544.009	14.259059	4.51	8789	0.88	1.08	1.21	11.7835	5.14														PC	FSCP, planet plus EB										
365389353	https://exofop.ipac.caltech.edu/tess/target.php?id=365389353	15,16	2458716.354	2.63725	2.87	1270	0.13	0.78	2.50	10.3093	7.24														FP	FSCP, lowSNR, CO										
365639282	https://exofop.ipac.caltech.edu/tess/target.php?id=365639282	6	2458472.413	10.8717	2.94	14603	1.46	0.81	0.49	13.084	4.59														FP	CO, FSOP										
365673804	https://exofop.ipac.caltech.edu/tess/target.php?id=365673804	15,16,17,18	2458713.453	10.385193	3.22	336	0.03	0.21	1.26	8.3412	8.68														pFP	pSS, FSCP										
365683032	https://exofop.ipac.caltech.edu/tess/target.php?id=365683032	15,16	2458716.301	1.42904	3.29	1210	0.12	0.62	1.65	8.78822	7.29														pFP	FSCP, UC										
365690646	https://exofop.ipac.caltech.edu/tess/target.php?id=365690646	6	2458471.143	12.983175	1.53	1181	0.12	0.53	1.68	10.094	7.32														pFP	UC, FSOP										
365733349	https://exofop.ipac.caltech.edu/tess/target.php?id=365733349	15,16,17,18	2458712.357	2.700062	2.38	2535	0.25	0.42	0.92	9.93119	6.49														PC	FSOP										
365781372	https://exofop.ipac.caltech.edu/tess/target.php?id=365781372	6	2458469.224	1.13889	2.15	5368	0.54	2.01	2.79	10.0267	5.68														pFP	FSCP, pSS, pEB										
366074069	https://exofop.ipac.caltech.edu/tess/target.php?id=366074069	17,18	2458768.089	4.18106	4.57	5180	0.52	1.51	2.31	9.78876	5.71										PC	Critical FSCP, LCMOD, AT around 1808, run-2min			PC	FSCP										
366576758	https://exofop.ipac.caltech.edu/tess/target.php?id=366576758	7	2458495.846	11.388472	3.85	17120	1.71	0.96	0.83	13.6674	4.42										CP	K2-114 b, Critical FSCP, Deep, UC			PC	FSOP										
366622912	https://exofop.ipac.caltech.edu/tess/target.php?id=366622912	7	2458493.283	3.115247	2.30	25478	2.55	1.41	1.00	13.7988	3.98										PC	FSCP, pTD			PC	FSCP										
366989877	https://exofop.ipac.caltech.edu/tess/target.php?id=366989877	13	2458664.973	15.50529	5.09	623	0.06	0.28	1.25	8.4362	8.01										PC (SPR) 	pCO, FSOP			PC	FSOP										
367099243	https://exofop.ipac.caltech.edu/tess/target.php?id=367099243	16,17,18	2458739.498	1.8286	3.46	25861	2.59	2.04	1.29	10.4849	3.97										FP	short-P, pAT,  LCMOD, CO, Vshape, 			FP	CO										
367102581	https://exofop.ipac.caltech.edu/tess/target.php?id=367102581	17,18,19	2458765.379	2.97962	2.57	590	0.06	0.40	1.89	9.39575	8.07										PC	FSCP, run-2min, pVshape, Asymmetric, short-P	PC	pCO, FSCP, SPR, pAT sect 19 1827.5	pFP	FSCP, UC										
367366318	https://exofop.ipac.caltech.edu/tess/target.php?id=367366318	19	2458819.253	2.734786	3.44	8567	0.86	1.54	1.77	8.14847	5.17										CP	KELT-7 b	PC	CP Kelt-7b	PC											
367607434	https://exofop.ipac.caltech.edu/tess/target.php?id=367607434	16,17	2458744.444	8.2916	3.36	470	0.05	0.60	3.10	8.40348	8.32										pFP	FSCP, run-FFI16, UC, Low SNR, LCMOD, pNT	FP	NT, lowSNR, UC, FSOP, LCMOD	pFP	lowSNR, pNT, FSCP										
367630162	https://exofop.ipac.caltech.edu/tess/target.php?id=367630162	14,19,20	2458683.653	3.272111	1.87	400	0.04	0.13	0.72	10.0556	8.49												PC	SPR, lowSNR, FSOP, UC	PC	lowSNR, FSOP										
367739494	https://exofop.ipac.caltech.edu/tess/target.php?id=367739494	14,15,19,20,21	2458689.519	63.589151	4.04	1559	0.16	0.26	0.72	11.4547	7.02													No files												
367753709	https://exofop.ipac.caltech.edu/tess/target.php?id=367753709	14,15,18,19	2458685.204	2.125617	1.53	602	0.06	0.19	0.71	11.2906	8.05												pFP	lowSNR, FSCP, pCO	PC	FSCP, lowSNR										
367858035	https://exofop.ipac.caltech.edu/tess/target.php?id=367858035	25	2458806.703	20.70427	3.50	2180	0.22	0.34	0.81	10.0907	6.65												PC	FSOP	PC	FSOP										
368287008	https://exofop.ipac.caltech.edu/tess/target.php?id=368287008	24	2458956.033	3.34589	0.98	9753	0.98	0.30	0.32	12.8387	5.03												PC	LCMOD, pSS, FSOP	PC	FSOP										
368320811	https://exofop.ipac.caltech.edu/tess/target.php?id=368320811	24	2458956.193	1.25825	1.19	470	0.05	0.43	2.18	8.97913	8.32												PC	short-P, LCMOD, FSOP	pFP	FSCP, pOED										
368435330	https://exofop.ipac.caltech.edu/tess/target.php?id=368435330	22	2458902.873	3.645428	2.31	891	0.09	0.29	1.05	8.6259	7.63														PC	FSCP, AT										
368536386	https://exofop.ipac.caltech.edu/tess/target.php?id=368536386	18,19	2458818.74	1.69433	2.17	650	0.07	0.46	2.00	10.3693	7.97												FP	FSOP, LCMOD, CO	FP	FSCP, CO										
369327947	https://exofop.ipac.caltech.edu/tess/target.php?id=369327947	12	2458626.205	2.028957	0.70	1085	0.11	0.08	0.28	10.1508	7.41												PC	FSCP, modshifts differs, LCMOD	PC	FSCP	PC	FSCP, short-P, UC								
369336146	https://exofop.ipac.caltech.edu/tess/target.php?id=369336146	2	2458358.038	5.77014	3.78	3780	0.38	0.88	1.60	13.0524	6.06												PC	FSOP	PC	FSOP	PC	FSCP, pVshape, run-2min								
369457671	https://exofop.ipac.caltech.edu/tess/target.php?id=369457671	1	2458326.5	2.31257	1.46	2249	0.22	0.30	0.65	11.5147	6.62												PC	LCMOD, FSCP, lowSNR	pFP	FSCP, Low SNR, LCMOD	PC	FSCP, UC, Bad FFI, run-2min, Low SNR								
369864738	https://exofop.ipac.caltech.edu/tess/target.php?id=369864738	12,13	2458626.542	2.78186	2.46	490	0.05	0.44	2.21	9.5162	8.27												pFP	FSCP, CO	pFP	FSCP, pSS at 0.39	PC	FSCP, Low SNR, run-2min								
369960846	https://exofop.ipac.caltech.edu/tess/target.php?id=369960846	13	2458654.107	1.606295	1.97	18133	1.81	1.09	0.91	13.461	4.35														FP	OED, FSCP	PC	FSCP, pVshape, pTD, short-P, UC								
370133522	https://exofop.ipac.caltech.edu/tess/target.php?id=370133522	13	2458654.106	0.518224	0.72	848	0.08	0.10	0.38	10.1165	7.68														PC	CP, FSOP	PC	FSCP, pVshape, short-P								
370745311	https://exofop.ipac.caltech.edu/tess/target.php?id=370745311	9,10,11	2458544.791	0.62627	0.67	1880	0.19	0.51	0.93	10.2355	6.81														pFP	UC, lowSNR, FSCP										
371188886	https://exofop.ipac.caltech.edu/tess/target.php?id=371188886	10	2458553.312	9.12758	3.46	4260	0.43	0.71	1.18	10.3579	5.93														PC	FSOP	PC	FSCP, run-2min, pSS								
371210825	https://exofop.ipac.caltech.edu/tess/target.php?id=371210825	20	2458842.75	0.40312	0.85	1000	0.10	0.26	0.89	10.9894	7.50																									
371234684	https://exofop.ipac.caltech.edu/tess/target.php?id=371234684	20	2458842.84	3.923003	3.30	12793	1.28	1.35	1.30	11.7946	4.73														PC	FSOP	PC	FSCP, pVshape, pTD								
371443216	https://exofop.ipac.caltech.edu/tess/target.php?id=371443216	10,11	2458573.595	2.82421	3.86	8310	0.83	0.00	0.00	8.0552	5.20														PC	FSOP	PC	FSCP, pVshape, pTD, run-2min, HJ								
371673488	https://exofop.ipac.caltech.edu/tess/target.php?id=371673488	16,17	2458765.481	0.8158	2.35	390	0.04	0.33	1.85	9.95717	8.52														FP	CO, OED, LCMOD, FSCP										
372264750	https://exofop.ipac.caltech.edu/tess/target.php?id=372264750	16,17,18	2458740.237	2.17026	2.22	6100	0.61	1.39	1.85	8.65269	5.54														PC	FSOP	PC	FSCP, pVshape, run-2min								
372730331	https://exofop.ipac.caltech.edu/tess/target.php?id=372730331	21	2458870.69	8.70431	2.61	8150	0.82	2.39	1.67	10.3774	5.22														PC		PC	pSS, run-2min, MSD								
372757221	https://exofop.ipac.caltech.edu/tess/target.php?id=372757221	14	2458686.13	2.59352	0.94	1020	0.10	0.45	1.40	9.9002	7.48														PC	LCMOD, FSCP	PC	FSCP, Low SNR, short-P, run-2min								
372913430	https://exofop.ipac.caltech.edu/tess/target.php?id=372913430	19	2458333.399	13.47794	2.75	4384	0.44	5.10	3.39	8.3502	5.90																	FSCP								
373424049	https://exofop.ipac.caltech.edu/tess/target.php?id=373424049	9,10	2458543.475	0.963081	2.38	244	0.02	0.24	1.69	8.6333	9.03														pFP	pOED, FSCP	PC	FSCP, pVshape, short-P, Low SNR								
373693175	https://exofop.ipac.caltech.edu/tess/target.php?id=373693175	22	2458899.477	1.327352	2.23	17640	1.76	1.27	1.07	11.6281	4.38														PC	KP	PC	pVshape, pTD								
373785851	https://exofop.ipac.caltech.edu/tess/target.php?id=373785851	25	2458796	4.04163	1.72	3100	0.31	1.17	2.36	10.155	6.27														FP	CO, OED, FSCP	pFP	FSCP, run-2min, pCO, Low SNR								
373844472	https://exofop.ipac.caltech.edu/tess/target.php?id=373844472	1,3	2458326.061	0.919476	1.46	10357	1.04	1.60	1.07	11.0611	4.96														FP	OED, FSCP	PC	FSCP, pVshape, short-P, pTD								
374095457	https://exofop.ipac.caltech.edu/tess/target.php?id=374095457	9,10	2458543.831	0.783907	2.08	1085	0.11	0.36	1.00	8.2158	7.41														FP	NT, WE, CO, OED, lowSNR, FSCP	PC	FSCP, short-P, pVshape								
374400599	https://exofop.ipac.caltech.edu/tess/target.php?id=374400599	18	2458791.815	1.89253	3.45	14120	1.41	2.39	2.05	10.0188	4.63														FP	CO, OED, 0.25Rs, FSCP										
374829238	https://exofop.ipac.caltech.edu/tess/target.php?id=374829238	2,3,6,7,9	2458363.834	18.640884	32.15	692	0.07	0.30	1.00	11.5026	7.90														pFP	low SNR, pOED, FSCP										
374908020	https://exofop.ipac.caltech.edu/tess/target.php?id=374908020	2,9	2458365.893	36.222141	5.11	7170	0.72	0.00	0.00	6.841	5.36														PC	FSCP										
374997123	https://exofop.ipac.caltech.edu/tess/target.php?id=374997123	1,2,3,4,5,6,7,9,10,11,12,13	2458329.474	10.194273	2.41	239	0.02	0.17	1.21	10.3014	9.06														pFP	lowSNR, UC, FSOP										
375059587	https://exofop.ipac.caltech.edu/tess/target.php?id=375059587	1,2,3,4,5,6,7,9	2458326.824	12.669232	4.85	273	0.03	0.22	1.41	9.8192	8.91														pFP	UC, lowSNR, FSOP										
375223080	https://exofop.ipac.caltech.edu/tess/target.php?id=375223080	10,11,12	2458572.243	1.48216	1.80	1890	0.19	1.05	2.66	10.4291	6.81														pFP	UC, FSCP										
375225453	https://exofop.ipac.caltech.edu/tess/target.php?id=375225453	10,11,12	2458571.699	0.92145	1.42	370	0.04	0.48	2.89	10.11	8.58														PFP	lowSNR, FSCP										
375506058	https://exofop.ipac.caltech.edu/tess/target.php?id=375506058	15,16	2458712.675	2.65044	2.52	5680	0.57	1.48	1.94	7.79824	5.61														PC											
375542276	https://exofop.ipac.caltech.edu/tess/target.php?id=375542276	14	2458684.812	3.07765	2.27	4560	0.46	0.00	0.00	9.418	5.85														PC	FSCP										
375850439	https://exofop.ipac.caltech.edu/tess/target.php?id=375850439	24	2458792.018	1.16343	1.63	590	0.06	0.57	2.62	10.6234	8.07														pFP	UC, FSCP										
376353509	https://exofop.ipac.caltech.edu/tess/target.php?id=376353509	25	2458796.283	7.33149	1.45	790	0.08	0.22	0.84	9.5831	7.76														FP	lowSNR, OED, FSCP										
376524552	https://exofop.ipac.caltech.edu/tess/target.php?id=376524552	22	2458899.872	3.712964	1.99	17975	1.80	1.06	0.81	11.1237	4.36														PC											
376637093	https://exofop.ipac.caltech.edu/tess/target.php?id=376637093	17,18	2458765.325	2.05603	2.83	16570	1.66	1.46	1.24	10.377	4.45	PC			PC								PC		PC				pFP	FSCP, pCO, lowSNR, NT					PC	pTD, short-p
376682699	https://exofop.ipac.caltech.edu/tess/target.php?id=376682699	17,18	2458765.153	1.10264	2.42	2940	0.29	2.18	2.00	10.381	6.33														FP	FSCP, OED, CO, lowSNR										
376838000	https://exofop.ipac.caltech.edu/tess/target.php?id=376838000	17,18	2458765.06	2.1679	1.39	560	0.06	0.48	2.00	9.9272	8.13														FP	FSCP, OED, UC, lowSNR										
377064495	https://exofop.ipac.caltech.edu/tess/target.php?id=377064495	8	2458517.498	0.446547	1.37	290	0.03	0.34	0.88	9.5273	8.84														PC	CP										
377064495	https://exofop.ipac.caltech.edu/tess/target.php?id=377064495	8	2458527.055	10.781327	4.86	1207	0.12	0.34	0.88	9.5273	7.30														PC	CP										
377064495	https://exofop.ipac.caltech.edu/tess/target.php?id=377064495	8	2458521.85	16.371651	3.48	923	0.09	0.34	0.88	9.5273	7.59														PC	Bad modshift data										
377144784	https://exofop.ipac.caltech.edu/tess/target.php?id=377144784	17,18	2458765.694	2.38723	2.97	590	0.06	1.03	4.73	10.0552	8.07														pFP	FSCP, pSS at 0.5										
377191482	https://exofop.ipac.caltech.edu/tess/target.php?id=377191482	14,15,16,17,19	2458686.172	2.95607	1.86	230	0.02	0.83	6.17	8.8052	9.10														pFP	FSCP, lowSNR, pNT										
377290815	https://exofop.ipac.caltech.edu/tess/target.php?id=377290815	14,15,16,17,22	2458684.127	0.798	0.68	190	0.02	0.26	1.84	9.91892	9.30														pFP	FSCP, lowSNR, pNT										
377293776	https://exofop.ipac.caltech.edu/tess/target.php?id=377293776	14,15,16	2458685.345	2.043923	0.89	462	0.05	0.09	0.47	10.0306	8.34														pFP	FSCP, lowSNR, pNT										
377304435	https://exofop.ipac.caltech.edu/tess/target.php?id=377304435	14,15,16,19	2458691.561	11.35626	6.05	2190	0.22	1.15	2.14	10.8475	6.65														FP	FSCP, CO										
377420580	https://exofop.ipac.caltech.edu/tess/target.php?id=377420580	16,17	2458765.583	1.4166	2.33	710	0.07	0.00	0.00	10.123	7.87														FP	FSCP, CO										
377739433	https://exofop.ipac.caltech.edu/tess/target.php?id=377739433	17,18	2458764.825	1.23852	3.14	440	0.04	0.63	3.40	10.1975	8.39														pFP	FSCP, lowSNR, pNT										
378159598	https://exofop.ipac.caltech.edu/tess/target.php?id=378159598	15	2458686.457	6.14113	2.01	7542	0.75	0.00	0.00	10.5819	5.31														pFP	FSCP, pSS at 0.6										
378291076	https://exofop.ipac.caltech.edu/tess/target.php?id=378291076	17,18	2458764.902	1.59878	2.13	310	0.03	0.23	1.49	9.53523	8.77														pFP	FSCP, lowSNR, pNT										
378355116	https://exofop.ipac.caltech.edu/tess/target.php?id=378355116	24	2458769.222	3.56771	3.29	880	0.09	0.56	2.08	10.7633	7.64																									
378613125	https://exofop.ipac.caltech.edu/tess/target.php?id=378613125	10,11	2458572.358	2.47707	2.61	530	0.05	0.45	2.14	10.001	8.19														pFP	FSCP, lowSNR, pNT										
378976682	https://exofop.ipac.caltech.edu/tess/target.php?id=378976682	23	2458930.486	6.01815	1.30	13310	1.33	0.84	0.76	13.1369	4.69														pFP	lowSNR, pNT										
379240073	https://exofop.ipac.caltech.edu/tess/target.php?id=379240073	13	2458656.383	3.164147	1.60	7492	0.75	1.18	1.49	13.1284	5.31														FP	FSCP, CO										
379286801	https://exofop.ipac.caltech.edu/tess/target.php?id=379286801	13	2458658.327	4.45199	2.11	8483	0.85	1.42	1.57	10.526	5.18														pFP	UC, FSOP										
379929661	https://exofop.ipac.caltech.edu/tess/target.php?id=379929661	7	2458495.786	4.78677	4.97	8810	0.88	1.64	1.91	9.6129	5.14														PC											
379931600	https://exofop.ipac.caltech.edu/tess/target.php?id=379931600	14	2458685.434	2.92564	4.03	6573	0.66	1.04	1.30	9.5967	5.46														pFP	FSCP, Vshape										
380589029	https://exofop.ipac.caltech.edu/tess/target.php?id=380589029	13	2458653.974	1.348449	2.41	19716	1.97	1.50	1.17	12.2851	4.26														KP	FSCP										
380783252	https://exofop.ipac.caltech.edu/tess/target.php?id=380783252	13	2458660.541	9.449544	2.17	24878	2.49	2.07	1.03	9.7825	4.01														pFP	FSCP. pOED, LCMOD										
380886535	https://exofop.ipac.caltech.edu/tess/target.php?id=380886535	3	2458392.089	8.89959	2.30	3520	0.35	0.94	1.52	11.7952	6.13														pFP	FSCP, lowSNR, pNT										
381714186	https://exofop.ipac.caltech.edu/tess/target.php?id=381714186	23	2458928.501	1.424817	1.44	739	0.07	0.22	0.85	10.2173	7.83														pFP	pNT, LCMOD, FSOP										
381976956	https://exofop.ipac.caltech.edu/tess/target.php?id=381976956	1,2,3,4,5,6	2458330.874	22.338917	3.41	606	0.06	1.65	7.57	9.0099	8.04														pFP	FSCP, lowSNR, pNT										
381979901	https://exofop.ipac.caltech.edu/tess/target.php?id=381979901	13	2458654.921	3.25423	4.77	13505	1.35	1.41	1.28	11.6577	4.67														PC	FSCP										
382068562	https://exofop.ipac.caltech.edu/tess/target.php?id=382068562	1,2,3,4,5,6,7,8,9,10,11,12,13	2458330.362	12.12747	1.95	15870	1.59	2.37	0.99	11.3593	4.50														PC											
382188882	https://exofop.ipac.caltech.edu/tess/target.php?id=382188882	3	2458387.76	4.800523	2.06	5389	0.54	1.33	1.55	10.6559	5.67														FP	OED, pSS										
